track_id,index,start_time_prefix,finish_time_last_activity
173736,3,2011-10-0113:01:57.813000+02:00,2011-10-0113:01:59.052000+02:00
173736,4,2011-10-0113:01:57.813000+02:00,2011-10-0113:02:44.257000+02:00
173736,5,2011-10-0113:01:57.813000+02:00,2011-10-0113:02:44.607000+02:00
173736,6,2011-10-0113:01:57.813000+02:00,2011-10-0115:25:56.976000+02:00
173736,7,2011-10-0113:01:57.813000+02:00,2011-10-0115:40:09.622000+02:00
173736,8,2011-10-0113:01:57.813000+02:00,2011-10-0115:49:16.131000+02:00
173736,9,2011-10-0113:01:57.813000+02:00,2011-10-0115:55:45.029000+02:00
173736,10,2011-10-0113:01:57.813000+02:00,2011-10-0115:56:00.621000+02:00
173736,11,2011-10-0113:01:57.813000+02:00,2011-10-0116:00:15.975000+02:00
173736,12,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:26.312000+02:00
173736,13,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:26.312000+02:00
173736,14,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:27.699000+02:00
173736,15,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:27.739000+02:00
173736,16,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:27.836000+02:00
173736,17,2011-10-0113:01:57.813000+02:00,2011-10-0116:05:28.909000+02:00
173736,18,2011-10-0113:01:57.813000+02:00,2011-10-0412:56:41.233000+02:00
173736,19,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:20.034000+02:00
173736,20,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:20.034000+02:00
173736,21,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:21.264000+02:00
173736,22,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:21.304000+02:00
173736,23,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:21.526000+02:00
173736,24,2011-10-0113:01:57.813000+02:00,2011-10-0412:59:22.813000+02:00
173736,25,2011-10-0113:01:57.813000+02:00,2011-10-1013:33:49.257000+02:00
173736,26,2011-10-0113:01:57.813000+02:00,2011-10-1013:33:58.634000+02:00
173736,27,2011-10-0113:01:57.813000+02:00,2011-10-1013:33:58.924000+02:00
173736,28,2011-10-0113:01:57.813000+02:00,2011-10-1013:34:00.234000+02:00
173736,29,2011-10-0113:01:57.813000+02:00,2011-10-1310:30:56.461000+02:00
173736,30,2011-10-0113:01:57.813000+02:00,2011-10-1310:49:07.595000+02:00
173736,31,2011-10-0113:01:57.813000+02:00,2011-10-1310:49:09.254000+02:00
173736,32,2011-10-0113:01:57.813000+02:00,2011-10-1310:58:34.168000+02:00
173736,33,2011-10-0113:01:57.813000+02:00,2011-10-1311:03:37.264000+02:00
173736,34,2011-10-0113:01:57.813000+02:00,2011-10-1311:04:05.366000+02:00
173736,35,2011-10-0113:01:57.813000+02:00,2011-10-1311:06:33.365000+02:00
173736,36,2011-10-0113:01:57.813000+02:00,2011-10-1311:06:53.079000+02:00
173736,37,2011-10-0113:01:57.813000+02:00,2011-10-1311:08:21.054000+02:00
173736,38,2011-10-0113:01:57.813000+02:00,2011-10-1311:27:32.444000+02:00
173736,39,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:52.601000+02:00
173736,40,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:52.601000+02:00
173736,41,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:53.652000+02:00
173736,42,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:53.686000+02:00
173736,43,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:53.848000+02:00
173736,44,2011-10-0113:01:57.813000+02:00,2011-10-1311:36:55.756000+02:00
173736,45,2011-10-0113:01:57.813000+02:00,2011-10-1312:14:36.806000+02:00
173736,46,2011-10-0113:01:57.813000+02:00,2011-10-1312:16:30.523000+02:00
173736,47,2011-10-0113:01:57.813000+02:00,2011-10-1810:20:13.083000+02:00
173736,48,2011-10-0113:01:57.813000+02:00,2011-10-1810:20:36.413000+02:00
173736,49,2011-10-0113:01:57.813000+02:00,2011-10-1810:20:36.613000+02:00
173736,50,2011-10-0113:01:57.813000+02:00,2011-10-1810:20:38.657000+02:00
173736,51,2011-10-0113:01:57.813000+02:00,2011-10-1811:50:29.643000+02:00
173736,52,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:28.757000+02:00
173736,53,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:28.757000+02:00
173736,54,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:28.758000+02:00
173736,55,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:28.758000+02:00
173736,56,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:37.810000+02:00
173736,57,2011-10-0113:01:57.813000+02:00,2011-10-1812:01:38.810000+02:00
173739,1,2011-10-0113:12:57.663000+02:00,2011-10-0113:12:57.663000+02:00
173739,2,2011-10-0113:12:57.663000+02:00,2011-10-0113:12:58.663000+02:00
173739,3,2011-10-0113:12:57.663000+02:00,2011-10-0113:12:58.865000+02:00
173739,4,2011-10-0113:12:57.663000+02:00,2011-10-0113:13:42.121000+02:00
173739,5,2011-10-0113:12:57.663000+02:00,2011-10-0113:13:42.463000+02:00
173739,6,2011-10-0113:12:57.663000+02:00,2011-10-0115:26:10.309000+02:00
173739,7,2011-10-0113:12:57.663000+02:00,2011-10-0115:27:27.909000+02:00
173739,8,2011-10-0113:12:57.663000+02:00,2011-10-0115:39:44.061000+02:00
173739,9,2011-10-0113:12:57.663000+02:00,2011-10-0115:42:01.062000+02:00
173739,10,2011-10-0113:12:57.663000+02:00,2011-10-0115:44:57.589000+02:00
173739,11,2011-10-0113:12:57.663000+02:00,2011-10-0115:54:11.638000+02:00
173739,12,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:39.615000+02:00
173739,13,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:39.615000+02:00
173739,14,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:40.771000+02:00
173739,15,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:40.801000+02:00
173739,16,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:40.888000+02:00
173739,17,2011-10-0113:12:57.663000+02:00,2011-10-0115:56:43.006000+02:00
173739,18,2011-10-0113:12:57.663000+02:00,2011-10-0116:00:15.843000+02:00
173739,19,2011-10-0113:12:57.663000+02:00,2011-10-0116:00:21.937000+02:00
173739,20,2011-10-0113:12:57.663000+02:00,2011-10-0815:27:11.144000+02:00
173739,21,2011-10-0113:12:57.663000+02:00,2011-10-0815:32:48.196000+02:00
173739,22,2011-10-0113:12:57.663000+02:00,2011-10-1110:18:32.969000+02:00
173739,23,2011-10-0113:12:57.663000+02:00,2011-10-1110:19:12.541000+02:00
173739,24,2011-10-0113:12:57.663000+02:00,2011-10-1110:19:12.705000+02:00
173739,25,2011-10-0113:12:57.663000+02:00,2011-10-1110:19:14.044000+02:00
173739,26,2011-10-0113:12:57.663000+02:00,2011-10-1312:56:47.536000+02:00
173739,27,2011-10-0113:12:57.663000+02:00,2011-10-1313:12:26.149000+02:00
173739,28,2011-10-0113:12:57.663000+02:00,2011-10-1314:30:14.065000+02:00
173739,29,2011-10-0113:12:57.663000+02:00,2011-10-1315:04:17.552000+02:00
173739,30,2011-10-0113:12:57.663000+02:00,2011-10-1315:04:19.365000+02:00
173739,31,2011-10-0113:12:57.663000+02:00,2011-10-1319:54:43.879000+02:00
173739,32,2011-10-0113:12:57.663000+02:00,2011-10-1320:01:47.622000+02:00
173739,33,2011-10-0113:12:57.663000+02:00,2011-10-1410:05:16.955000+02:00
173739,34,2011-10-0113:12:57.663000+02:00,2011-10-1410:06:41.548000+02:00
173739,35,2011-10-0113:12:57.663000+02:00,2011-10-1413:19:03.524000+02:00
173739,36,2011-10-0113:12:57.663000+02:00,2011-10-1413:19:58.402000+02:00
173739,37,2011-10-0113:12:57.663000+02:00,2011-10-1413:35:53.903000+02:00
173739,38,2011-10-0113:12:57.663000+02:00,2011-10-1413:37:05.114000+02:00
173739,39,2011-10-0113:12:57.663000+02:00,2011-10-1414:04:14.642000+02:00
173739,40,2011-10-0113:12:57.663000+02:00,2011-10-1414:05:18.189000+02:00
173739,41,2011-10-0113:12:57.663000+02:00,2011-10-1415:48:25.294000+02:00
173739,42,2011-10-0113:12:57.663000+02:00,2011-10-1415:49:16.973000+02:00
173739,43,2011-10-0113:12:57.663000+02:00,2011-10-1415:49:18.747000+02:00
173739,44,2011-10-0113:12:57.663000+02:00,2011-10-1416:21:08.274000+02:00
173739,45,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:47.530000+02:00
173739,46,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:47.530000+02:00
173739,47,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:47.530000+02:00
173739,48,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:47.530000+02:00
173739,49,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:55.654000+02:00
173739,50,2011-10-0113:12:57.663000+02:00,2011-10-1416:22:56.654000+02:00
173742,1,2011-10-0113:44:11.627000+02:00,2011-10-0113:44:11.627000+02:00
173742,2,2011-10-0113:44:11.627000+02:00,2011-10-0113:44:12.627000+02:00
173742,3,2011-10-0113:44:11.627000+02:00,2011-10-0113:44:12.796000+02:00
173742,4,2011-10-0113:44:11.627000+02:00,2011-10-0113:44:28.518000+02:00
173742,5,2011-10-0113:44:11.627000+02:00,2011-10-0114:54:59.794000+02:00
173742,6,2011-10-0113:44:11.627000+02:00,2011-10-0114:56:21.300000+02:00
173742,7,2011-10-0113:44:11.627000+02:00,2011-10-0114:56:21.343000+02:00
173742,8,2011-10-0113:44:11.627000+02:00,2011-10-0114:56:22.258000+02:00
173742,9,2011-10-0113:44:11.627000+02:00,2011-10-0115:43:28.867000+02:00
173742,10,2011-10-0113:44:11.627000+02:00,2011-10-0115:50:01.022000+02:00
173742,11,2011-10-0113:44:11.627000+02:00,2011-10-0312:55:29.782000+02:00
173742,12,2011-10-0113:44:11.627000+02:00,2011-10-0312:56:17.811000+02:00
173742,13,2011-10-0113:44:11.627000+02:00,2011-10-0315:53:14.368000+02:00
173742,14,2011-10-0113:44:11.627000+02:00,2011-10-0315:55:10.703000+02:00
173742,15,2011-10-0113:44:11.627000+02:00,2011-10-0411:30:57.138000+02:00
173742,16,2011-10-0113:44:11.627000+02:00,2011-10-0411:35:15.898000+02:00
173742,17,2011-10-0113:44:11.627000+02:00,2011-10-0413:25:26.997000+02:00
173742,18,2011-10-0113:44:11.627000+02:00,2011-10-0413:26:21.211000+02:00
173742,19,2011-10-0113:44:11.627000+02:00,2011-10-0417:26:11.606000+02:00
173742,20,2011-10-0113:44:11.627000+02:00,2011-10-0417:27:09.867000+02:00
173742,21,2011-10-0113:44:11.627000+02:00,2011-10-0509:31:37.643000+02:00
173742,22,2011-10-0113:44:11.627000+02:00,2011-10-0509:32:15.950000+02:00
173742,23,2011-10-0113:44:11.627000+02:00,2011-10-0513:27:38.276000+02:00
173742,24,2011-10-0113:44:11.627000+02:00,2011-10-0513:28:37.728000+02:00
173742,25,2011-10-0113:44:11.627000+02:00,2011-10-0518:13:44.540000+02:00
173742,26,2011-10-0113:44:11.627000+02:00,2011-10-0518:14:09.139000+02:00
173742,27,2011-10-0113:44:11.627000+02:00,2011-10-0518:51:28.875000+02:00
173742,28,2011-10-0113:44:11.627000+02:00,2011-10-0518:53:18.185000+02:00
173742,29,2011-10-0113:44:11.627000+02:00,2011-10-0609:59:11.603000+02:00
173742,30,2011-10-0113:44:11.627000+02:00,2011-10-0610:00:04.158000+02:00
173742,31,2011-10-0113:44:11.627000+02:00,2011-10-0620:53:12.515000+02:00
173742,32,2011-10-0113:44:11.627000+02:00,2011-10-0620:54:12.674000+02:00
173742,33,2011-10-0113:44:11.627000+02:00,2011-10-0718:33:31.438000+02:00
173742,34,2011-10-0113:44:11.627000+02:00,2011-10-0718:34:58.370000+02:00
173742,35,2011-10-0113:44:11.627000+02:00,2011-10-0810:49:43.434000+02:00
173742,36,2011-10-0113:44:11.627000+02:00,2011-10-0810:51:27.693000+02:00
173742,37,2011-10-0113:44:11.627000+02:00,2011-10-0811:27:14.238000+02:00
173742,38,2011-10-0113:44:11.627000+02:00,2011-10-0811:30:22.029000+02:00
173742,39,2011-10-0113:44:11.627000+02:00,2011-10-1415:45:14.837000+02:00
173742,40,2011-10-0113:44:11.627000+02:00,2011-10-1415:52:04.486000+02:00
173742,41,2011-10-0113:44:11.627000+02:00,2011-10-1415:52:09.143000+02:00
173742,42,2011-10-0113:44:11.627000+02:00,2011-10-1415:52:10.143000+02:00
173745,1,2011-10-0114:08:15.294000+02:00,2011-10-0114:08:15.294000+02:00
173745,2,2011-10-0114:08:15.294000+02:00,2011-10-0114:08:16.294000+02:00
173745,3,2011-10-0114:08:15.294000+02:00,2011-10-0114:08:16.484000+02:00
173745,4,2011-10-0114:08:15.294000+02:00,2011-10-0114:08:29.623000+02:00
173745,5,2011-10-0114:08:15.294000+02:00,2011-10-0115:19:46.902000+02:00
173745,6,2011-10-0114:08:15.294000+02:00,2011-10-0115:21:26.216000+02:00
173745,7,2011-10-0114:08:15.294000+02:00,2011-10-0115:21:26.264000+02:00
173745,8,2011-10-0114:08:15.294000+02:00,2011-10-0115:21:27.382000+02:00
173745,9,2011-10-0114:08:15.294000+02:00,2011-10-0115:49:47.071000+02:00
173745,10,2011-10-0114:08:15.294000+02:00,2011-10-0115:55:33.955000+02:00
173745,11,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:41.855000+02:00
173745,12,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:41.856000+02:00
173745,13,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:44.837000+02:00
173745,14,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:44.859000+02:00
173745,15,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:44.952000+02:00
173745,16,2011-10-0114:08:15.294000+02:00,2011-10-0115:58:47.041000+02:00
173745,17,2011-10-0114:08:15.294000+02:00,2011-10-0812:37:54.978000+02:00
173745,18,2011-10-0114:08:15.294000+02:00,2011-10-0812:45:57.789000+02:00
173745,19,2011-10-0114:08:15.294000+02:00,2011-10-0812:45:57.789000+02:00
173745,20,2011-10-0114:08:15.294000+02:00,2011-10-0812:45:59.872000+02:00
173745,21,2011-10-0114:08:15.294000+02:00,2011-10-0812:46:00.872000+02:00
173748,1,2011-10-0114:09:15.088000+02:00,2011-10-0114:09:15.088000+02:00
173748,2,2011-10-0114:09:15.088000+02:00,2011-10-0114:09:16.088000+02:00
173748,3,2011-10-0114:09:15.088000+02:00,2011-10-0114:09:16.307000+02:00
173748,4,2011-10-0114:09:15.088000+02:00,2011-10-0114:10:03.002000+02:00
173748,5,2011-10-0114:09:15.088000+02:00,2011-10-0115:21:30.425000+02:00
173748,6,2011-10-0114:09:15.088000+02:00,2011-10-0115:24:16.783000+02:00
173748,7,2011-10-0114:09:15.088000+02:00,2011-10-0115:24:16.818000+02:00
173748,8,2011-10-0114:09:15.088000+02:00,2011-10-0115:24:17.903000+02:00
173748,9,2011-10-0114:09:15.088000+02:00,2011-10-0115:56:55.771000+02:00
173748,10,2011-10-0114:09:15.088000+02:00,2011-10-0115:57:08.108000+02:00
173748,11,2011-10-0114:09:15.088000+02:00,2011-10-0115:57:12.437000+02:00
173748,12,2011-10-0114:09:15.088000+02:00,2011-10-0115:57:18.128000+02:00
173748,13,2011-10-0114:09:15.088000+02:00,2011-10-0116:00:06.614000+02:00
173748,14,2011-10-0114:09:15.088000+02:00,2011-10-0116:00:29.127000+02:00
173748,15,2011-10-0114:09:15.088000+02:00,2011-10-0116:01:55.949000+02:00
173748,16,2011-10-0114:09:15.088000+02:00,2011-10-0116:09:35.915000+02:00
173748,17,2011-10-0114:09:15.088000+02:00,2011-10-0116:27:43.446000+02:00
173748,18,2011-10-0114:09:15.088000+02:00,2011-10-0116:33:21.976000+02:00
173748,19,2011-10-0114:09:15.088000+02:00,2011-10-0116:36:44.831000+02:00
173748,20,2011-10-0114:09:15.088000+02:00,2011-10-0116:36:44.831000+02:00
173748,21,2011-10-0114:09:15.088000+02:00,2011-10-0116:37:32.632000+02:00
173748,22,2011-10-0114:09:15.088000+02:00,2011-10-0116:37:32.669000+02:00
173748,23,2011-10-0114:09:15.088000+02:00,2011-10-0116:37:32.777000+02:00
173748,24,2011-10-0114:09:15.088000+02:00,2011-10-0116:37:33.942000+02:00
173748,25,2011-10-0114:09:15.088000+02:00,2011-10-0116:37:45.563000+02:00
173748,26,2011-10-0114:09:15.088000+02:00,2011-10-0116:39:20.513000+02:00
173748,27,2011-10-0114:09:15.088000+02:00,2011-10-0116:41:24.002000+02:00
173748,28,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:16.406000+02:00
173748,29,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:16.406000+02:00
173748,30,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:17.394000+02:00
173748,31,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:17.419000+02:00
173748,32,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:17.503000+02:00
173748,33,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:18.798000+02:00
173748,34,2011-10-0114:09:15.088000+02:00,2011-10-0116:42:41.603000+02:00
173748,35,2011-10-0114:09:15.088000+02:00,2011-10-0116:48:25.529000+02:00
173748,36,2011-10-0114:09:15.088000+02:00,2011-10-0316:35:29.831000+02:00
173748,37,2011-10-0114:09:15.088000+02:00,2011-10-0316:44:19.335000+02:00
173748,38,2011-10-0114:09:15.088000+02:00,2011-10-0316:44:19.335000+02:00
173748,39,2011-10-0114:09:15.088000+02:00,2011-10-0316:44:24.049000+02:00
173748,40,2011-10-0114:09:15.088000+02:00,2011-10-0316:44:25.049000+02:00
173751,1,2011-10-0114:14:38.442000+02:00,2011-10-0114:14:38.442000+02:00
173751,2,2011-10-0114:14:38.442000+02:00,2011-10-0114:14:39.442000+02:00
173751,3,2011-10-0114:14:38.442000+02:00,2011-10-0114:14:39.698000+02:00
173751,4,2011-10-0114:14:38.442000+02:00,2011-10-0114:15:21.127000+02:00
173751,5,2011-10-0114:14:38.442000+02:00,2011-10-0114:15:21.514000+02:00
173751,6,2011-10-0114:14:38.442000+02:00,2011-10-0115:27:54.581000+02:00
173751,7,2011-10-0114:14:38.442000+02:00,2011-10-0115:34:03.433000+02:00
173751,8,2011-10-0114:14:38.442000+02:00,2011-10-0116:39:01.386000+02:00
173751,9,2011-10-0114:14:38.442000+02:00,2011-10-0116:43:08.537000+02:00
173751,10,2011-10-0114:14:38.442000+02:00,2011-10-0116:49:59.191000+02:00
173751,11,2011-10-0114:14:38.442000+02:00,2011-10-0116:49:59.191000+02:00
173751,12,2011-10-0114:14:38.442000+02:00,2011-10-0116:50:00.969000+02:00
173751,13,2011-10-0114:14:38.442000+02:00,2011-10-0116:50:01.004000+02:00
173751,14,2011-10-0114:14:38.442000+02:00,2011-10-0116:50:01.118000+02:00
173751,15,2011-10-0114:14:38.442000+02:00,2011-10-0116:50:03.374000+02:00
173751,16,2011-10-0114:14:38.442000+02:00,2011-10-0712:40:09.590000+02:00
173751,17,2011-10-0114:14:38.442000+02:00,2011-10-0712:40:18.319000+02:00
173751,18,2011-10-0114:14:38.442000+02:00,2011-10-0712:40:18.475000+02:00
173751,19,2011-10-0114:14:38.442000+02:00,2011-10-0712:40:20.348000+02:00
173751,20,2011-10-0114:14:38.442000+02:00,2011-10-1110:28:50.637000+02:00
173751,21,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:30.983000+02:00
173751,22,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:30.984000+02:00
173751,23,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:30.984000+02:00
173751,24,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:30.984000+02:00
173751,25,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:37.710000+02:00
173751,26,2011-10-0114:14:38.442000+02:00,2011-10-1110:39:38.710000+02:00
173754,1,2011-10-0114:50:08.763000+02:00,2011-10-0114:50:08.763000+02:00
173754,2,2011-10-0114:50:08.763000+02:00,2011-10-0114:50:09.763000+02:00
173754,3,2011-10-0114:50:08.763000+02:00,2011-10-0114:50:11.084000+02:00
173754,4,2011-10-0114:50:08.763000+02:00,2011-10-0114:50:51.260000+02:00
173754,5,2011-10-0114:50:08.763000+02:00,2011-10-0114:50:51.581000+02:00
173754,6,2011-10-0114:50:08.763000+02:00,2011-10-0115:34:08.620000+02:00
173754,7,2011-10-0114:50:08.763000+02:00,2011-10-0115:44:41.812000+02:00
173754,8,2011-10-0114:50:08.763000+02:00,2011-10-0115:57:20.639000+02:00
173754,9,2011-10-0114:50:08.763000+02:00,2011-10-0116:00:04.254000+02:00
173754,10,2011-10-0114:50:08.763000+02:00,2011-10-0312:56:25.496000+02:00
173754,11,2011-10-0114:50:08.763000+02:00,2011-10-0312:57:19.896000+02:00
173754,12,2011-10-0114:50:08.763000+02:00,2011-10-0409:26:08.278000+02:00
173754,13,2011-10-0114:50:08.763000+02:00,2011-10-0409:28:25.001000+02:00
173754,14,2011-10-0114:50:08.763000+02:00,2011-10-0413:19:33.517000+02:00
173754,15,2011-10-0114:50:08.763000+02:00,2011-10-0413:23:24.422000+02:00
173754,16,2011-10-0114:50:08.763000+02:00,2011-10-0417:56:08.754000+02:00
173754,17,2011-10-0114:50:08.763000+02:00,2011-10-0417:57:28.524000+02:00
173754,18,2011-10-0114:50:08.763000+02:00,2011-10-0509:51:21.156000+02:00
173754,19,2011-10-0114:50:08.763000+02:00,2011-10-0509:52:18.491000+02:00
173754,20,2011-10-0114:50:08.763000+02:00,2011-10-0513:51:17.543000+02:00
173754,21,2011-10-0114:50:08.763000+02:00,2011-10-0513:52:14.235000+02:00
173754,22,2011-10-0114:50:08.763000+02:00,2011-10-0518:35:43.713000+02:00
173754,23,2011-10-0114:50:08.763000+02:00,2011-10-0518:39:11.602000+02:00
173754,24,2011-10-0114:50:08.763000+02:00,2011-10-0609:57:22.776000+02:00
173754,25,2011-10-0114:50:08.763000+02:00,2011-10-0609:59:11.701000+02:00
173754,26,2011-10-0114:50:08.763000+02:00,2011-10-0709:18:08.337000+02:00
173754,27,2011-10-0114:50:08.763000+02:00,2011-10-0709:18:19.534000+02:00
173754,28,2011-10-0114:50:08.763000+02:00,2011-10-0718:40:54.864000+02:00
173754,29,2011-10-0114:50:08.763000+02:00,2011-10-0718:41:57.476000+02:00
173754,30,2011-10-0114:50:08.763000+02:00,2011-10-0811:07:09.527000+02:00
173754,31,2011-10-0114:50:08.763000+02:00,2011-10-0811:12:22.490000+02:00
173754,32,2011-10-0114:50:08.763000+02:00,2011-10-1413:49:41.128000+02:00
173754,33,2011-10-0114:50:08.763000+02:00,2011-10-1413:51:42.183000+02:00
173754,34,2011-10-0114:50:08.763000+02:00,2011-10-1413:52:12.099000+02:00
173754,35,2011-10-0114:50:08.763000+02:00,2011-10-1413:52:59.787000+02:00
173754,36,2011-10-0114:50:08.763000+02:00,2011-10-1414:26:08.264000+02:00
173754,37,2011-10-0114:50:08.763000+02:00,2011-10-1414:26:29.939000+02:00
173754,38,2011-10-0114:50:08.763000+02:00,2011-10-1414:26:30.998000+02:00
173754,39,2011-10-0114:50:08.763000+02:00,2011-10-1414:26:43.880000+02:00
173754,40,2011-10-0114:50:08.763000+02:00,2011-10-1414:26:59.868000+02:00
173754,41,2011-10-0114:50:08.763000+02:00,2011-10-1414:27:33.053000+02:00
173754,42,2011-10-0114:50:08.763000+02:00,2011-10-1414:28:39.170000+02:00
173754,43,2011-10-0114:50:08.763000+02:00,2011-10-1414:28:41.859000+02:00
173754,44,2011-10-0114:50:08.763000+02:00,2011-10-1414:28:42.859000+02:00
173757,1,2011-10-0115:02:57.635000+02:00,2011-10-0115:02:57.635000+02:00
173757,2,2011-10-0115:02:57.635000+02:00,2011-10-0115:02:58.635000+02:00
173757,3,2011-10-0115:02:57.635000+02:00,2011-10-0115:02:58.837000+02:00
173757,4,2011-10-0115:02:57.635000+02:00,2011-10-0115:03:36.223000+02:00
173757,5,2011-10-0115:02:57.635000+02:00,2011-10-0115:03:37.223000+02:00
173760,1,2011-10-0115:15:16.454000+02:00,2011-10-0115:15:16.454000+02:00
173760,2,2011-10-0115:15:16.454000+02:00,2011-10-0115:15:17.454000+02:00
173760,3,2011-10-0115:15:16.454000+02:00,2011-10-0115:15:17.785000+02:00
173760,4,2011-10-0115:15:16.454000+02:00,2011-10-0115:15:57.085000+02:00
173760,5,2011-10-0115:15:16.454000+02:00,2011-10-0115:15:57.399000+02:00
173760,6,2011-10-0115:15:16.454000+02:00,2011-10-0115:49:25.830000+02:00
173760,7,2011-10-0115:15:16.454000+02:00,2011-10-0115:56:34.697000+02:00
173760,8,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:43.413000+02:00
173760,9,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:43.413000+02:00
173760,10,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:44.340000+02:00
173760,11,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:44.367000+02:00
173760,12,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:44.446000+02:00
173760,13,2011-10-0115:15:16.454000+02:00,2011-10-0116:01:45.570000+02:00
173760,14,2011-10-0115:15:16.454000+02:00,2011-10-0812:32:54.194000+02:00
173760,15,2011-10-0115:15:16.454000+02:00,2011-10-0812:34:58.665000+02:00
173760,16,2011-10-0115:15:16.454000+02:00,2011-10-1019:51:46.694000+02:00
173760,17,2011-10-0115:15:16.454000+02:00,2011-10-1019:52:09.728000+02:00
173760,18,2011-10-0115:15:16.454000+02:00,2011-10-1110:58:47.999000+02:00
173760,19,2011-10-0115:15:16.454000+02:00,2011-10-1111:01:37.837000+02:00
173760,20,2011-10-0115:15:16.454000+02:00,2011-10-1111:01:37.983000+02:00
173760,21,2011-10-0115:15:16.454000+02:00,2011-10-1111:01:39.164000+02:00
173760,22,2011-10-0115:15:16.454000+02:00,2011-10-1415:17:11.834000+02:00
173760,23,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:03.384000+02:00
173760,24,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:03.384000+02:00
173760,25,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:03.384000+02:00
173760,26,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:03.384000+02:00
173760,27,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:11.193000+02:00
173760,28,2011-10-0115:15:16.454000+02:00,2011-10-1415:41:12.193000+02:00
173763,1,2011-10-0116:09:21.741000+02:00,2011-10-0116:09:21.741000+02:00
173763,2,2011-10-0116:09:21.741000+02:00,2011-10-0116:09:22.741000+02:00
173763,3,2011-10-0116:09:21.741000+02:00,2011-10-0116:09:23.366000+02:00
173763,4,2011-10-0116:09:21.741000+02:00,2011-10-0116:09:35.019000+02:00
173763,5,2011-10-0116:09:21.741000+02:00,2011-10-0116:36:40.854000+02:00
173763,6,2011-10-0116:09:21.741000+02:00,2011-10-0116:38:40.609000+02:00
173763,7,2011-10-0116:09:21.741000+02:00,2011-10-0116:38:43.770000+02:00
173763,8,2011-10-0116:09:21.741000+02:00,2011-10-0116:38:44.770000+02:00
173766,1,2011-10-0116:12:01.338000+02:00,2011-10-0116:12:01.338000+02:00
173766,2,2011-10-0116:12:01.338000+02:00,2011-10-0116:12:02.338000+02:00
173766,3,2011-10-0116:12:01.338000+02:00,2011-10-0116:12:02.437000+02:00
173766,4,2011-10-0116:12:01.338000+02:00,2011-10-0116:12:45.054000+02:00
173766,5,2011-10-0116:12:01.338000+02:00,2011-10-0116:12:45.495000+02:00
173766,6,2011-10-0116:12:01.338000+02:00,2011-10-0116:21:09.556000+02:00
